ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0x49a6 ,MYSRES05DEL01 ,21,4.6,12.323978,76.627961,12.363978,76.667961,17-03-2022,15:18:23,15:31:58,conditions Sandstorms,Medium ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,26
0xa7ae ,SURRES07DEL03 ,24,4.8,21.170798,72.790489,21.200798,72.820489,05-04-2022,22:59:38,23:03:44,conditions Sunny,Low ,1,Snack ,motorcycle ,0,No ,Urban ,16
0x2082 ,MUMRES03DEL01 ,24,4.6,19.22384,72.841347,19.29384,72.911347,02-03-2022,22:04:47,22:14:54,conditions Fog,Jam ,0,Buffet ,motorcycle ,1,No ,Urban ,41
0x1f3f ,INDORES11DEL02 ,26,4.8,22.751234,75.88949,22.831234,75.96949,23-03-2022,18:18:23,18:34:02,conditions Sunny,Medium ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,19
0x81bd ,HYDRES17DEL01 ,28,4.8,17.451976,78.385883,17.521976,78.455883,12-03-2022,23:02:35,23:13:17,conditions Stormy,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,18
0xb1bb ,CHENRES04DEL02 ,24,4.8,13.02978,80.208812,13.15978,80.338812,27-03-2022,17:12:42,17:22:15,conditions Stormy,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,22
0x934d ,SURRES08DEL02 ,25,4.9,21.173343,72.792731,21.303343,72.922731,08-03-2022,19:57:36,20:11:37,conditions Fog,Jam ,2,Meal ,electric_scooter ,0,No ,Metropolitian ,38
0x27e4 ,JAPRES16DEL03 ,31,4.8,26.849596,75.800512,26.909596,75.860512,05-03-2022,18:55:15,19:05:43,conditions Windy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,35
0x4135 ,PUNERES14DEL01 ,31,4.7,18.516216,73.842527,18.556216,73.882527,11-03-2022,16:58:07,17:04:29,conditions Sandstorms,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,27
0x4a52 ,RANCHIRES08DEL01 ,31,4.9,23.353783,85.326967,23.363783,85.336967,01-03-2022,8:44:12,8:58:36,conditions Sandstorms,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,21
0xa5fa ,INDORES010DEL02 ,26,4.9,22.75004,75.902847,22.88004,76.032847,18-03-2022,21:13:27,21:16:31,conditions Stormy,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,25
0x3b17 ,INDORES16DEL03 ,38,4.9,22.744648,75.894377,22.774648,75.924377,17-03-2022,20:51:41,21:06:57,conditions Fog,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,31
0xd58d ,AGRRES010DEL02 ,21,5,27.163303,78.057044,27.293303,78.187044,18-02-2022,22:21:05,22:27:13,conditions Windy,Low ,0,Meal ,motorcycle ,0,No ,Metropolitian ,19
0xa01e ,SURRES19DEL02 ,21,4.5,21.149669,72.772629,21.229669,72.852629,16-03-2022,20:02:28,20:18:46,conditions Sandstorms,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,21
0x7b65 ,HYDRES05DEL03 ,34,4.9,17.433809,78.386744,17.463809,78.416744,19-03-2022,20:35:00,20:46:35,conditions Fog,Jam ,0,Meal ,motorcycle ,1,No ,NaN ,26
0x401d ,PUNERES17DEL01 ,24,4.8,18.530963,73.828972,18.640963,73.938972,12-03-2022,19:41:42,19:57:02,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,38
0x5c4d ,HYDRES07DEL01 ,21,4.8,17.424114,78.347554,17.534114,78.457554,25-03-2022,17:38:00,17:47:02,conditions Sunny,Medium ,1,Drinks ,scooter ,1,No ,Urban ,12
0xc6d6 ,AGRRES05DEL03 ,31,4.3,27.201725,78.007553,27.231725,78.037553,15-02-2022,18:28:29,18:33:42,conditions Windy,Medium ,2,Meal ,motorcycle ,1,No ,Metropolitian ,33
0xb2e4 ,COIMBRES17DEL02 ,24,4.6,11.026117,76.944652,11.076117,76.994652,15-03-2022,23:59:32,0:04:09,conditions Sandstorms,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,10
0xde0e ,ALHRES07DEL01 ,20,4.9,25.449659,81.839744,25.519659,81.909744,16-02-2022,20:51:29,21:05:28,conditions Stormy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,30
0x7078 ,COIMBRES12DEL01 ,29,4.8,11.000762,76.981876,11.040762,77.021876,11-03-2022,16:53:21,17:06:29,conditions Stormy,Medium ,0,Meal ,motorcycle ,0,No ,Metropolitian ,10
0x8e4e ,MUMRES01DEL02 ,38,4.8,19.12663,72.829976,19.14663,72.849976,24-03-2022,11:21:04,11:39:56,conditions Sunny,High ,1,Buffet ,scooter ,1,No ,Metropolitian ,19
0xa9a3 ,CHENRES08DEL02 ,36,4.3,13.022394,80.242439,13.102394,80.322439,20-03-2022,19:02:19,19:17:58,conditions Stormy,Medium ,1,Meal ,scooter ,1,No ,Urban ,32
0x769c ,INDORES03DEL03 ,29,4.8,22.751857,75.866699,22.781857,75.896699,09-03-2022,20:44:11,20:47:43,conditions Sandstorms,Jam ,2,Drinks ,scooter ,1,No ,Urban ,13
0x5b6d ,JAPRES18DEL01 ,30,4.2,26.913987,75.752891,26.983987,75.822891,25-03-2022,20:16:52,20:30:45,conditions Stormy,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,36
0xd534 ,ALHRES05DEL03 ,34,4.2,25.457687,81.835585,25.547687,81.925585,12-02-2022,21:55:37,22:05:21,conditions Sandstorms,Jam ,1,Buffet ,motorcycle ,0,Yes ,Metropolitian ,42
0x5d24 ,RANCHIRES08DEL01 ,33,5,23.353783,85.326967,23.363783,85.336967,21-03-2022,9:04:20,9:12:09,conditions Cloudy,Low ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,18
0x4c23 ,MYSRES06DEL01 ,33,4.4,12.323994,76.626167,12.393994,76.696167,02-03-2022,19:17:17,19:30:18,conditions Sandstorms,Jam ,0,Buffet ,motorcycle ,2,No ,Metropolitian ,43
0x4b6c ,PUNERES14DEL01 ,31,4.8,18.516216,73.842527,18.556216,73.882527,19-03-2022,14:18:03,14:27:59,conditions Fog,High ,0,Meal ,motorcycle ,1,No ,Metropolitian ,30
0x2c3d ,JAPRES02DEL03 ,22,4.8,26.914142,75.805704,26.944142,75.835704,28-03-2022,23:40:18,23:42:25,conditions Fog,Low ,2,Snack ,electric_scooter ,0,No ,Urban ,13
0xab4b ,MUMRES07DEL01 ,20,4.8,19.091458,72.827808,19.161458,72.897808,02-04-2022,17:47:08,17:50:34,conditions Sunny,Medium ,2,Meal ,motorcycle ,0,No ,Urban ,12
0xc31d ,AURGRES08DEL02 ,27,4.8,19.876428,75.364792,19.926428,75.414792,15-02-2022,19:03:59,19:15:09,conditions Stormy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,12
0x9c3c ,INDORES16DEL03 ,35,4.2,22.744648,75.894377,22.774648,75.924377,01-03-2022,19:31:29,19:42:07,conditions Cloudy,Jam ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,35
0x5659 ,COIMBRES11DEL01 ,34,4.6,11.001753,76.986241,11.011753,76.996241,21-03-2022,11:59:20,12:00:21,conditions Windy,High ,1,Meal ,scooter ,0,No ,Metropolitian ,29
0x8b8e ,CHENRES15DEL02 ,31,4.2,13.026286,80.275235,13.106286,80.355235,02-03-2022,19:11:39,19:16:58,conditions Sandstorms,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,41
0x82f4 ,HYDRES02DEL02 ,24,4.1,17.41233,78.449654,17.54233,78.579654,04-03-2022,21:14:59,21:28:50,conditions Fog,Jam ,2,Drinks ,motorcycle ,1,No ,Metropolitian ,41
0xba33 ,INDORES12DEL02 ,38,5,22.74806,75.8934,22.82806,75.9734,18-03-2022,21:22:29,21:38:53,conditions Cloudy,Jam ,1,Meal ,scooter ,2,No ,Metropolitian ,42
0xb4dc ,BANGRES02DEL03 ,37,4.8,12.970221,77.645396,13.030221,77.705396,03-03-2022,19:17:49,19:20:32,conditions Sunny,Jam ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,21
0xa96a ,MYSRES06DEL03 ,35,4.9,12.323994,76.626167,12.383994,76.686167,19-03-2022,19:35:07,19:38:04,conditions Sandstorms,Jam ,0,Drinks ,motorcycle ,1,Yes ,Metropolitian ,48
0xa4d1 ,HYDRES02DEL02 ,24,4.6,17.41233,78.449654,17.43233,78.469654,15-03-2022,9:22:23,9:36:53,conditions Cloudy,Low ,2,Buffet ,scooter ,1,No ,Urban ,11
0x9b16 ,SURRES09DEL01 ,24,4.6,21.175975,72.795503,21.285975,72.905503,08-03-2022,17:25:43,17:31:05,conditions Sunny,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,28
0x8b92 ,CHENRES11DEL02 ,39,4.8,13.064181,80.236442,13.194181,80.366442,02-04-2022,19:23:21,19:27:00,conditions Stormy,Jam ,1,Buffet ,scooter ,1,No ,Metropolitian ,29
0x7296 ,RANCHIRES16DEL02 ,25,4.6,23.371292,85.327872,23.421292,85.377872,15-03-2022,20:00:15,20:10:23,conditions Sandstorms,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,33
0x3b93 ,HYDRES05DEL01 ,20,4.7,17.433809,78.386744,17.503809,78.456744,23-03-2022,22:33:23,22:36:48,conditions Stormy,Low ,1,Meal ,motorcycle ,0,No ,Metropolitian ,12
0x250d ,BANGRES14DEL02 ,28,4.5,12.949934,77.699386,12.999934,77.749386,01-03-2022,21:14:50,21:19:53,conditions Sunny,Jam ,1,Snack ,scooter ,0,No ,Urban ,19
0xd0a9 ,BHPRES06DEL02 ,21,4.7,23.232357,77.429989,23.312357,77.509989,12-02-2022,19:02:29,19:12:18,conditions Fog,Medium ,1,Snack ,scooter ,1,No ,Metropolitian ,34
0x1bd0 ,MUMRES01DEL02 ,29,4.8,19.12663,72.829976,19.25663,72.959976,04-04-2022,21:52:43,22:00:14,conditions Windy,Jam ,2,Drinks ,scooter ,0,No ,Metropolitian ,25
0x64b6 ,JAPRES15DEL03 ,23,4.9,26.891191,75.802083,26.981191,75.892083,23-03-2022,18:43:03,18:57:33,conditions Stormy,Medium ,1,Meal ,motorcycle ,0,No ,Metropolitian ,17
0x210b ,PUNERES04DEL01 ,31,4.7,18.51421,73.838429,18.55421,73.878429,17-03-2022,16:37:30,16:53:53,conditions Sunny,Medium ,1,Meal ,scooter ,NaN ,No ,Urban ,19
0x3a9b ,COIMBRES15DEL01 ,28,4.3,11.006686,76.951736,11.016686,76.961736,01-04-2022,9:48:12,9:54:01,conditions Sandstorms,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,19
0xd9d ,SURRES04DEL02 ,32,4.5,21.173493,72.801953,21.193493,72.821953,05-03-2022,8:42:39,8:47:18,conditions Fog,Low ,2,Snack ,scooter ,0,No ,Urban ,18
0x4b5a ,INDORES010DEL03 ,23,4.5,22.75004,75.902847,22.78004,75.932847,30-03-2022,18:30:52,18:46:02,conditions Fog,Medium ,2,Drinks ,scooter ,0,No ,Metropolitian ,10
0x3dd9 ,PUNERES09DEL02 ,26,4.2,18.536562,73.896485,18.616562,73.976485,29-03-2022,21:35:50,21:53:23,conditions Fog,Jam ,1,Drinks ,motorcycle ,0,No ,Urban ,33
0xe26a ,GOARES010DEL03 ,32,4.6,15.546594,73.760431,15.606594,73.820431,11-02-2022,19:23:22,19:28:22,conditions Cloudy,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,34
0x4513 ,BANGRES19DEL03 ,22,3.6,12.914264,77.6784,12.974264,77.7384,15-03-2022,19:18:34,19:32:22,conditions Sunny,Jam ,0,Buffet ,motorcycle ,1,No ,Urban ,40
0x58ff ,INDORES010DEL03 ,36,4.8,22.75004,75.902847,22.78004,75.932847,19-03-2022,21:17:01,21:30:13,conditions Sunny,Jam ,0,Snack ,motorcycle ,1,No ,Urban ,22
0xdea2 ,DEHRES16DEL02 ,39,4.9,30.342509,78.061187,30.472509,78.191187,14-02-2022,17:23:24,17:30:28,conditions Sandstorms,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,28
0x6d11 ,CHENRES19DEL01 ,27,4.8,12.986047,80.218114,13.026047,80.258114,03-03-2022,15:58:03,16:01:02,conditions Fog,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,27
0x2a98 ,MYSRES11DEL01 ,29,4.6,12.323225,76.630028,12.433225,76.740028,10-03-2022,21:10:24,21:17:43,conditions Windy,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,24
0x7cea ,BANGRES08DEL03 ,32,5,12.906229,77.596791,12.996229,77.686791,04-04-2022,17:52:26,17:57:28,conditions Sandstorms,Medium ,0,Snack ,motorcycle ,0,No ,Urban ,32
0xd91d ,KOLRES20DEL01 ,38,4.8,22.514119,88.362504,22.554119,88.402504,11-02-2022,16:58:52,17:03:22,conditions Stormy,Medium ,1,Meal ,motorcycle ,0,No ,Metropolitian ,34
0xb648 ,MYSRES16DEL02 ,26,4.7,12.316967,76.603067,12.396967,76.683067,08-03-2022,20:22:29,20:26:18,conditions Stormy,Jam ,1,Meal ,scooter ,1,No ,Metropolitian ,29
0x1585 ,BANGRES03DEL01 ,34,4.7,12.979166,77.640709,13.019166,77.680709,01-03-2022,16:33:17,16:42:16,conditions Fog,Medium ,2,Snack ,motorcycle ,0,No ,Metropolitian ,15
0x5d26 ,PUNERES07DEL02 ,28,4.6,18.546947,73.900626,18.596947,73.950626,28-03-2022,23:27:17,23:37:12,conditions Fog,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,19
0xba3f ,COIMBRES19DEL02 ,32,4.2,11.022298,76.998349,11.102298,77.078349,23-03-2022,17:27:16,17:39:22,conditions Sandstorms,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,37
0x306e ,VADRES05DEL01 ,39,4.8,22.310526,73.170937,22.350526,73.210937,03-03-2022,13:46:02,13:50:02,conditions Cloudy,High ,1,Drinks ,scooter ,1,No ,Urban ,30
0xabdd ,MYSRES09DEL02 ,25,4.7,12.323194,76.630583,12.403194,76.710583,20-03-2022,21:25:59,21:36:19,conditions Sunny,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,19
0xcccd ,AGRRES12DEL03 ,29,4.5,27.165108,78.015053,27.255108,78.105053,16-02-2022,23:42:05,23:48:57,conditions Windy,Low ,1,Buffet ,motorcycle ,1,No ,NaN ,12
0x123c ,COIMBRES12DEL02 ,26,4.5,11.000762,76.981876,11.130762,77.111876,25-03-2022,23:30:15,23:49:22,conditions Stormy,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,14
0x61bb ,CHENRES09DEL03 ,34,4.8,13.044694,80.26147,13.104694,80.32147,03-04-2022,22:04:01,22:06:38,conditions Fog,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,29
0xa669 ,BANGRES19DEL02 ,28,4.8,12.914264,77.6784,12.964264,77.7284,30-03-2022,17:49:02,17:50:42,conditions Stormy,Medium ,1,Buffet ,scooter ,1,No ,Metropolitian ,26
0x3d7b ,HYDRES18DEL03 ,25,4.5,17.450851,78.379347,17.480851,78.409347,11-03-2022,20:26:29,20:30:47,conditions Stormy,Jam ,1,Snack ,scooter ,0,No ,Metropolitian ,21
0x39c6 ,COIMBRES09DEL01 ,21,4.7,11.008638,76.984311,11.048638,77.024311,03-04-2022,14:58:00,15:10:47,conditions Fog,High ,1,Meal ,scooter ,1,No ,Metropolitian ,28
0x1f0b ,RANCHIRES13DEL03 ,27,5,23.374989,85.335486,23.464989,85.425486,23-03-2022,22:02:23,22:11:48,conditions Sunny,Jam ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,10
0x1b49 ,MUMRES14DEL02 ,15,1,19.1813,72.836191,19.2313,72.886191,30-03-2022,,20:57:41,conditions NaN,NaN ,3,Buffet ,motorcycle ,1,No ,Metropolitian ,39
0x2689 ,MUMRES15DEL03 ,29,4.9,19.176269,72.836721,19.266269,72.926721,04-03-2022,21:41:30,21:47:49,conditions Sunny,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,19
0x857d ,MUMRES01DEL02 ,22,4.5,19.12663,72.829976,19.25663,72.959976,31-03-2022,21:11:07,21:20:09,conditions Windy,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,17
0x3a70 ,MYSRES11DEL03 ,29,4.9,12.323225,76.630028,12.383225,76.690028,21-03-2022,23:44:24,23:57:46,conditions Sunny,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,22
0x756c ,COIMBRES02DEL02 ,23,5,11.022477,76.995667,11.152477,77.125667,25-03-2022,17:34:06,17:36:54,conditions Stormy,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,29
0x807c ,RANCHIRES07DEL01 ,37,4.5,23.359407,85.325055,23.369407,85.335055,28-03-2022,10:27:33,10:31:06,conditions Windy,Low ,2,Snack ,scooter ,0,No ,Metropolitian ,28
0x7fac ,MUMRES03DEL01 ,20,4.8,19.22384,72.841347,19.33384,72.951347,02-03-2022,23:57:46,0:06:03,conditions Cloudy,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,23
0xc648 ,AURGRES08DEL01 ,31,4.8,19.876428,75.364792,19.946428,75.434792,16-02-2022,23:32:09,23:42:48,conditions Windy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,23
0x1d5d ,BANGRES04DEL02 ,37,4.6,12.98041,77.640489,13.11041,77.770489,10-03-2022,22:30:51,22:47:29,conditions Cloudy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,28
0x22e2 ,HYDRES02DEL01 ,37,4.5,17.41233,78.449654,17.52233,78.559654,29-03-2022,20:39:56,20:49:02,conditions Windy,Jam ,2,Meal ,motorcycle ,2,No ,Metropolitian ,39
0xc249 ,DEHRES19DEL03 ,29,4.9,30.372202,78.077151,30.512202,78.217151,12-02-2022,20:42:07,20:47:11,conditions Windy,Jam ,1,Snack ,motorcycle ,1,No ,NaN ,18
0x61a3 ,INDORES17DEL01 ,32,4.5,22.761226,75.887522,22.871226,75.997522,04-04-2022,21:00:49,21:15:43,conditions Windy,Jam ,1,Buffet ,scooter ,1,No ,Urban ,28
0xd879 ,DEHRES010DEL03 ,26,4.5,30.328174,78.049117,30.388174,78.109117,17-02-2022,21:31:04,21:40:34,conditions Fog,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,23
0x9475 ,JAPRES07DEL03 ,36,4.6,26.766536,75.837333,26.856536,75.927333,27-03-2022,20:26:28,20:39:24,conditions Sunny,Jam ,1,Drinks ,scooter ,1,No ,Metropolitian ,21
0x8d65 ,VADRES010DEL01 ,27,4.6,22.310329,73.169083,22.350329,73.209083,13-03-2022,15:11:52,15:16:11,conditions Sunny,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,22
0x6218 ,CHENRES06DEL02 ,29,4,13.054347,80.257221,13.134347,80.337221,02-04-2022,17:39:00,17:50:11,conditions Fog,Medium ,1,Buffet ,scooter ,0,No ,Metropolitian ,34
0x741b ,INDORES010DEL02 ,39,4.6,22.75004,75.902847,22.77004,75.922847,05-03-2022,10:59:26,11:08:47,conditions Fog,Low ,1,Buffet ,scooter ,0,No ,Metropolitian ,19
0xb5aa ,PUNERES20DEL02 ,28,4.8,18.592718,73.773572,18.672718,73.853572,10-03-2022,18:18:02,18:32:13,conditions Cloudy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,42
0x6b99 ,COIMBRES04DEL03 ,27,5,11.024839,77.007003,11.084839,77.067003,15-03-2022,20:34:48,20:35:05,conditions Sunny,Jam ,1,Snack ,scooter ,0,No ,Urban ,12
0x5182 ,MUMRES01DEL02 ,37,4.1,19.12663,72.829976,19.20663,72.909976,04-03-2022,21:03:05,21:17:24,conditions Stormy,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,40
0x9b59 ,HYDRES06DEL02 ,30,5,17.455894,78.375467,17.535894,78.455467,18-03-2022,23:51:28,0:09:55,conditions Fog,Low ,0,Meal ,motorcycle ,2,No ,Metropolitian ,43
0x3ca5 ,RANCHIRES01DEL02 ,31,4.9,23.416792,85.316842,23.466792,85.366842,21-03-2022,23:25:21,23:31:45,conditions Sunny,Low ,1,Drinks ,scooter ,1,No ,Metropolitian ,18
0x9d8b ,MYSRES09DEL01 ,21,4.8,12.323194,76.630583,12.363194,76.670583,01-04-2022,15:18:47,15:23:31,conditions Windy,Medium ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,22
0x25e0 ,MYSRES02DEL03 ,39,3.8,12.304569,76.643622,12.394569,76.733622,02-03-2022,20:40:21,20:50:50,conditions Windy,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,38
0x176e ,BANGRES19DEL03 ,35,4.8,12.914264,77.6784,12.944264,77.7084,21-03-2022,18:27:19,18:43:56,conditions Cloudy,Medium ,1,Drinks ,scooter ,0,No ,Metropolitian ,19
0x3a85 ,HYDRES19DEL03 ,20,4.9,17.458998,78.500366,17.548998,78.590366,10-03-2022,17:30:05,17:40:07,conditions Windy,Medium ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,33
0x7790 ,CHENRES15DEL01 ,26,4.6,13.026286,80.275235,13.096286,80.345235,25-03-2022,19:31:42,19:36:12,conditions Cloudy,Jam ,0,Meal ,motorcycle ,2,No ,Metropolitian ,39
0x216c ,SURRES01DEL02 ,24,4.1,21.186438,72.794115,21.316438,72.924115,12-03-2022,21:33:14,21:36:45,conditions Fog,Jam ,2,Snack ,scooter ,1,No ,Metropolitian ,31
0x799a ,JAPRES13DEL01 ,37,5,26.846156,75.8023,26.916156,75.8723,06-04-2022,21:28:02,21:33:51,conditions Sunny,Jam ,0,Meal ,motorcycle ,0,No ,Metropolitian ,30
0xcd57 ,KOLRES06DEL03 ,23,4.8,22.533662,88.366217,22.563662,88.396217,15-02-2022,23:31:16,23:46:07,conditions Windy,Low ,2,Buffet ,scooter ,0,No ,Metropolitian ,10
0x7c6d ,CHENRES20DEL01 ,37,3.9,12.975996,80.221898,13.045996,80.291898,06-03-2022,21:57:36,22:12:57,conditions Stormy,Jam ,1,Snack ,scooter ,1,No ,Metropolitian ,37
0x6d8 ,PUNERES03DEL01 ,36,4.9,18.554382,73.798206,18.564382,73.808206,05-04-2022,9:19:44,9:25:53,conditions Cloudy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,23
0x9872 ,PUNERES03DEL01 ,36,4.6,18.554382,73.798206,18.564382,73.808206,07-03-2022,11:02:04,11:13:35,conditions Cloudy,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,19
0x41b2 ,JAPRES11DEL02 ,31,4.6,26.90294,75.793007,26.98294,75.873007,06-04-2022,22:44:47,22:53:41,conditions Cloudy,Low ,1,Buffet ,scooter ,0,No ,Metropolitian ,27
0xb411 ,CHENRES11DEL02 ,30,3.9,13.064181,80.236442,13.194181,80.366442,06-03-2022,18:47:05,19:00:48,conditions Stormy,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,34
0xa377 ,INDORES17DEL01 ,25,4.9,22.761226,75.887522,22.801226,75.927522,09-03-2022,14:27:24,14:35:53,conditions Sandstorms,High ,0,Buffet ,motorcycle ,1,No ,NaN ,18
0xd1a2 ,ALHRES01DEL03 ,26,4.9,25.454648,81.834502,25.484648,81.864502,17-02-2022,17:57:04,18:02:27,conditions Sunny,Medium ,0,Meal ,motorcycle ,1,No ,Metropolitian ,22
0x2d34 ,CHENRES06DEL01 ,38,4.2,13.054347,80.257221,13.124347,80.327221,18-03-2022,22:52:24,22:55:45,conditions Fog,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,40
0x6c4e ,COIMBRES12DEL01 ,37,4.8,11.000762,76.981876,11.010762,76.991876,24-03-2022,9:29:38,9:34:29,conditions Stormy,Low ,1,Meal ,motorcycle ,1,No ,Metropolitian ,25
0xc41d ,GOARES18DEL03 ,27,4.7,15.49395,73.827423,15.52395,73.857423,17-02-2022,17:16:58,17:23:18,conditions Fog,Medium ,2,Buffet ,scooter ,0,No ,Urban ,15
0x7aa5 ,HYDRES20DEL02 ,25,4.6,17.483216,78.552111,17.533216,78.602111,03-03-2022,17:26:27,17:41:51,conditions Sunny,Medium ,1,Snack ,motorcycle ,0,No ,Metropolitian ,16
0x6f4f ,COIMBRES04DEL01 ,30,4.5,11.024839,77.007003,11.134839,77.117003,10-03-2022,17:39:57,17:42:49,conditions Stormy,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,27
0xd850 ,AGRRES13DEL03 ,32,4.6,27.159795,78.04299,27.299795,78.18299,12-02-2022,19:04:37,19:06:52,conditions Cloudy,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,45
0x31c4 ,JAPRES010DEL03 ,32,4.8,26.921411,75.793604,26.951411,75.823604,05-04-2022,22:12:37,22:17:57,conditions Fog,Low ,0,Snack ,motorcycle ,1,No ,Urban ,29
0x2aae ,JAPRES01DEL03 ,28,4.8,26.90519,75.810753,26.96519,75.870753,09-03-2022,19:35:15,19:38:19,conditions Fog,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,26
0x27af ,JAPRES02DEL03 ,24,4.8,26.914142,75.805704,26.974142,75.865704,03-03-2022,17:47:37,17:58:42,conditions Fog,Medium ,2,Snack ,electric_scooter ,0,No ,Urban ,13
0xaf44 ,MYSRES20DEL01 ,33,4.5,12.337978,76.616792,12.377978,76.656792,01-03-2022,14:11:14,14:20:29,conditions Stormy,High ,2,Meal ,motorcycle ,1,No ,Metropolitian ,27
0x2a35 ,HYDRES11DEL01 ,37,5,17.430448,78.418213,17.440448,78.428213,19-03-2022,11:55:55,12:06:49,conditions Stormy,High ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,30
0x7fe5 ,COIMBRES11DEL03 ,37,4.6,11.001753,76.986241,11.061753,77.046241,19-03-2022,23:58:46,0:01:55,conditions Fog,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,24
0x205e ,BANGRES16DEL01 ,21,4.7,13.029198,77.570997,13.099198,77.640997,18-03-2022,17:18:15,17:21:42,conditions Sandstorms,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,22
0x6863 ,COIMBRES04DEL03 ,36,4.5,11.024839,77.007003,11.054839,77.037003,13-03-2022,17:50:20,18:03:48,conditions Windy,Medium ,2,Meal ,scooter ,0,No ,NaN ,29
0xabf8 ,INDORES03DEL02 ,23,4.3,22.751857,75.866699,22.881857,75.996699,06-04-2022,18:57:52,19:03:28,conditions Cloudy,Medium ,1,Drinks ,scooter ,1,No ,Metropolitian ,32
0x41d8 ,COIMBRES18DEL02 ,38,4.8,11.02091,76.940432,11.07091,76.990432,05-03-2022,21:24:45,21:39:09,conditions Sunny,Jam ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,15
0xbe0c ,CHENRES11DEL01 ,25,4.6,13.064181,80.236442,13.134181,80.306442,06-04-2022,22:22:56,22:29:21,conditions Cloudy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,20
0x461c ,HYDRES04DEL02 ,20,4.6,17.411028,78.329645,17.461028,78.379645,28-03-2022,20:55:15,21:05:57,conditions Stormy,Jam ,2,Meal ,scooter ,0,No ,Metropolitian ,16
0x6f0c ,VADRES19DEL02 ,25,4.9,22.311844,73.165081,22.391844,73.245081,16-03-2022,0:03:05,0:12:07,conditions Cloudy,Low ,2,Buffet ,electric_scooter ,0,No ,Urban ,20
